system:index,ID,date,month,system:band_names,system:bands,system:time_start,timeFormat,year,.geo
288,2003-01-01T00:00:00,2003-01-01T00:00:00,1.0,[total_precipitation],<Element>,1041379200000,2003-01-01T00:00,2003.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
289,2003-02-01T00:00:00,2003-02-01T00:00:00,2.0,[total_precipitation],<Element>,1044057600000,2003-02-01T00:00,2003.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
290,2003-03-01T00:00:00,2003-03-01T00:00:00,3.0,[total_precipitation],<Element>,1046476800000,2003-03-01T00:00,2003.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
291,2003-04-01T00:00:00,2003-04-01T00:00:00,4.0,[total_precipitation],<Element>,1049155200000,2003-04-01T00:00,2003.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
292,2003-05-01T00:00:00,2003-05-01T00:00:00,5.0,[total_precipitation],<Element>,1051747200000,2003-05-01T00:00,2003.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
293,2003-06-01T00:00:00,2003-06-01T00:00:00,6.0,[total_precipitation],<Element>,1054425600000,2003-06-01T00:00,2003.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
294,2003-07-01T00:00:00,2003-07-01T00:00:00,7.0,[total_precipitation],<Element>,1057017600000,2003-07-01T00:00,2003.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
295,2003-08-01T00:00:00,2003-08-01T00:00:00,8.0,[total_precipitation],<Element>,1059696000000,2003-08-01T00:00,2003.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
296,2003-09-01T00:00:00,2003-09-01T00:00:00,9.0,[total_precipitation],<Element>,1062374400000,2003-09-01T00:00,2003.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
297,2003-10-01T00:00:00,2003-10-01T00:00:00,10.0,[total_precipitation],<Element>,1064966400000,2003-10-01T00:00,2003.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
298,2003-11-01T00:00:00,2003-11-01T00:00:00,11.0,[total_precipitation],<Element>,1067644800000,2003-11-01T00:00,2003.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
299,2003-12-01T00:00:00,2003-12-01T00:00:00,12.0,[total_precipitation],<Element>,1070236800000,2003-12-01T00:00,2003.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
300,2004-01-01T00:00:00,2004-01-01T00:00:00,1.0,[total_precipitation],<Element>,1072915200000,2004-01-01T00:00,2004.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
301,2004-02-01T00:00:00,2004-02-01T00:00:00,2.0,[total_precipitation],<Element>,1075593600000,2004-02-01T00:00,2004.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
302,2004-03-01T00:00:00,2004-03-01T00:00:00,3.0,[total_precipitation],<Element>,1078099200000,2004-03-01T00:00,2004.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
303,2004-04-01T00:00:00,2004-04-01T00:00:00,4.0,[total_precipitation],<Element>,1080777600000,2004-04-01T00:00,2004.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
304,2004-05-01T00:00:00,2004-05-01T00:00:00,5.0,[total_precipitation],<Element>,1083369600000,2004-05-01T00:00,2004.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
305,2004-06-01T00:00:00,2004-06-01T00:00:00,6.0,[total_precipitation],<Element>,1086048000000,2004-06-01T00:00,2004.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
306,2004-07-01T00:00:00,2004-07-01T00:00:00,7.0,[total_precipitation],<Element>,1088640000000,2004-07-01T00:00,2004.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
307,2004-08-01T00:00:00,2004-08-01T00:00:00,8.0,[total_precipitation],<Element>,1091318400000,2004-08-01T00:00,2004.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
308,2004-09-01T00:00:00,2004-09-01T00:00:00,9.0,[total_precipitation],<Element>,1093996800000,2004-09-01T00:00,2004.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
309,2004-10-01T00:00:00,2004-10-01T00:00:00,10.0,[total_precipitation],<Element>,1096588800000,2004-10-01T00:00,2004.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
310,2004-11-01T00:00:00,2004-11-01T00:00:00,11.0,[total_precipitation],<Element>,1099267200000,2004-11-01T00:00,2004.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
311,2004-12-01T00:00:00,2004-12-01T00:00:00,12.0,[total_precipitation],<Element>,1101859200000,2004-12-01T00:00,2004.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
312,2005-01-01T00:00:00,2005-01-01T00:00:00,1.0,[total_precipitation],<Element>,1104537600000,2005-01-01T00:00,2005.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
313,2005-02-01T00:00:00,2005-02-01T00:00:00,2.0,[total_precipitation],<Element>,1107216000000,2005-02-01T00:00,2005.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
314,2005-03-01T00:00:00,2005-03-01T00:00:00,3.0,[total_precipitation],<Element>,1109635200000,2005-03-01T00:00,2005.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
315,2005-04-01T00:00:00,2005-04-01T00:00:00,4.0,[total_precipitation],<Element>,1112313600000,2005-04-01T00:00,2005.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
316,2005-05-01T00:00:00,2005-05-01T00:00:00,5.0,[total_precipitation],<Element>,1114905600000,2005-05-01T00:00,2005.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
317,2005-06-01T00:00:00,2005-06-01T00:00:00,6.0,[total_precipitation],<Element>,1117584000000,2005-06-01T00:00,2005.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
318,2005-07-01T00:00:00,2005-07-01T00:00:00,7.0,[total_precipitation],<Element>,1120176000000,2005-07-01T00:00,2005.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
319,2005-08-01T00:00:00,2005-08-01T00:00:00,8.0,[total_precipitation],<Element>,1122854400000,2005-08-01T00:00,2005.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
320,2005-09-01T00:00:00,2005-09-01T00:00:00,9.0,[total_precipitation],<Element>,1125532800000,2005-09-01T00:00,2005.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
321,2005-10-01T00:00:00,2005-10-01T00:00:00,10.0,[total_precipitation],<Element>,1128124800000,2005-10-01T00:00,2005.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
322,2005-11-01T00:00:00,2005-11-01T00:00:00,11.0,[total_precipitation],<Element>,1130803200000,2005-11-01T00:00,2005.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
323,2005-12-01T00:00:00,2005-12-01T00:00:00,12.0,[total_precipitation],<Element>,1133395200000,2005-12-01T00:00,2005.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
324,2006-01-01T00:00:00,2006-01-01T00:00:00,1.0,[total_precipitation],<Element>,1136073600000,2006-01-01T00:00,2006.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
325,2006-02-01T00:00:00,2006-02-01T00:00:00,2.0,[total_precipitation],<Element>,1138752000000,2006-02-01T00:00,2006.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
326,2006-03-01T00:00:00,2006-03-01T00:00:00,3.0,[total_precipitation],<Element>,1141171200000,2006-03-01T00:00,2006.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
327,2006-04-01T00:00:00,2006-04-01T00:00:00,4.0,[total_precipitation],<Element>,1143849600000,2006-04-01T00:00,2006.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
328,2006-05-01T00:00:00,2006-05-01T00:00:00,5.0,[total_precipitation],<Element>,1146441600000,2006-05-01T00:00,2006.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
329,2006-06-01T00:00:00,2006-06-01T00:00:00,6.0,[total_precipitation],<Element>,1149120000000,2006-06-01T00:00,2006.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
330,2006-07-01T00:00:00,2006-07-01T00:00:00,7.0,[total_precipitation],<Element>,1151712000000,2006-07-01T00:00,2006.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
331,2006-08-01T00:00:00,2006-08-01T00:00:00,8.0,[total_precipitation],<Element>,1154390400000,2006-08-01T00:00,2006.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
332,2006-09-01T00:00:00,2006-09-01T00:00:00,9.0,[total_precipitation],<Element>,1157068800000,2006-09-01T00:00,2006.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
333,2006-10-01T00:00:00,2006-10-01T00:00:00,10.0,[total_precipitation],<Element>,1159660800000,2006-10-01T00:00,2006.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
334,2006-11-01T00:00:00,2006-11-01T00:00:00,11.0,[total_precipitation],<Element>,1162339200000,2006-11-01T00:00,2006.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
335,2006-12-01T00:00:00,2006-12-01T00:00:00,12.0,[total_precipitation],<Element>,1164931200000,2006-12-01T00:00,2006.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
336,2007-01-01T00:00:00,2007-01-01T00:00:00,1.0,[total_precipitation],<Element>,1167609600000,2007-01-01T00:00,2007.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
337,2007-02-01T00:00:00,2007-02-01T00:00:00,2.0,[total_precipitation],<Element>,1170288000000,2007-02-01T00:00,2007.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
338,2007-03-01T00:00:00,2007-03-01T00:00:00,3.0,[total_precipitation],<Element>,1172707200000,2007-03-01T00:00,2007.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
339,2007-04-01T00:00:00,2007-04-01T00:00:00,4.0,[total_precipitation],<Element>,1175385600000,2007-04-01T00:00,2007.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
340,2007-05-01T00:00:00,2007-05-01T00:00:00,5.0,[total_precipitation],<Element>,1177977600000,2007-05-01T00:00,2007.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
341,2007-06-01T00:00:00,2007-06-01T00:00:00,6.0,[total_precipitation],<Element>,1180656000000,2007-06-01T00:00,2007.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
342,2007-07-01T00:00:00,2007-07-01T00:00:00,7.0,[total_precipitation],<Element>,1183248000000,2007-07-01T00:00,2007.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
343,2007-08-01T00:00:00,2007-08-01T00:00:00,8.0,[total_precipitation],<Element>,1185926400000,2007-08-01T00:00,2007.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
344,2007-09-01T00:00:00,2007-09-01T00:00:00,9.0,[total_precipitation],<Element>,1188604800000,2007-09-01T00:00,2007.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
345,2007-10-01T00:00:00,2007-10-01T00:00:00,10.0,[total_precipitation],<Element>,1191196800000,2007-10-01T00:00,2007.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
346,2007-11-01T00:00:00,2007-11-01T00:00:00,11.0,[total_precipitation],<Element>,1193875200000,2007-11-01T00:00,2007.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
347,2007-12-01T00:00:00,2007-12-01T00:00:00,12.0,[total_precipitation],<Element>,1196467200000,2007-12-01T00:00,2007.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
348,2008-01-01T00:00:00,2008-01-01T00:00:00,1.0,[total_precipitation],<Element>,1199145600000,2008-01-01T00:00,2008.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
349,2008-02-01T00:00:00,2008-02-01T00:00:00,2.0,[total_precipitation],<Element>,1201824000000,2008-02-01T00:00,2008.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
350,2008-03-01T00:00:00,2008-03-01T00:00:00,3.0,[total_precipitation],<Element>,1204329600000,2008-03-01T00:00,2008.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
351,2008-04-01T00:00:00,2008-04-01T00:00:00,4.0,[total_precipitation],<Element>,1207008000000,2008-04-01T00:00,2008.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
352,2008-05-01T00:00:00,2008-05-01T00:00:00,5.0,[total_precipitation],<Element>,1209600000000,2008-05-01T00:00,2008.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
353,2008-06-01T00:00:00,2008-06-01T00:00:00,6.0,[total_precipitation],<Element>,1212278400000,2008-06-01T00:00,2008.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
354,2008-07-01T00:00:00,2008-07-01T00:00:00,7.0,[total_precipitation],<Element>,1214870400000,2008-07-01T00:00,2008.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
355,2008-08-01T00:00:00,2008-08-01T00:00:00,8.0,[total_precipitation],<Element>,1217548800000,2008-08-01T00:00,2008.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
356,2008-09-01T00:00:00,2008-09-01T00:00:00,9.0,[total_precipitation],<Element>,1220227200000,2008-09-01T00:00,2008.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
357,2008-10-01T00:00:00,2008-10-01T00:00:00,10.0,[total_precipitation],<Element>,1222819200000,2008-10-01T00:00,2008.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
358,2008-11-01T00:00:00,2008-11-01T00:00:00,11.0,[total_precipitation],<Element>,1225497600000,2008-11-01T00:00,2008.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
359,2008-12-01T00:00:00,2008-12-01T00:00:00,12.0,[total_precipitation],<Element>,1228089600000,2008-12-01T00:00,2008.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
360,2009-01-01T00:00:00,2009-01-01T00:00:00,1.0,[total_precipitation],<Element>,1230768000000,2009-01-01T00:00,2009.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
361,2009-02-01T00:00:00,2009-02-01T00:00:00,2.0,[total_precipitation],<Element>,1233446400000,2009-02-01T00:00,2009.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
362,2009-03-01T00:00:00,2009-03-01T00:00:00,3.0,[total_precipitation],<Element>,1235865600000,2009-03-01T00:00,2009.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
363,2009-04-01T00:00:00,2009-04-01T00:00:00,4.0,[total_precipitation],<Element>,1238544000000,2009-04-01T00:00,2009.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
364,2009-05-01T00:00:00,2009-05-01T00:00:00,5.0,[total_precipitation],<Element>,1241136000000,2009-05-01T00:00,2009.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
365,2009-06-01T00:00:00,2009-06-01T00:00:00,6.0,[total_precipitation],<Element>,1243814400000,2009-06-01T00:00,2009.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
366,2009-07-01T00:00:00,2009-07-01T00:00:00,7.0,[total_precipitation],<Element>,1246406400000,2009-07-01T00:00,2009.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
367,2009-08-01T00:00:00,2009-08-01T00:00:00,8.0,[total_precipitation],<Element>,1249084800000,2009-08-01T00:00,2009.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
368,2009-09-01T00:00:00,2009-09-01T00:00:00,9.0,[total_precipitation],<Element>,1251763200000,2009-09-01T00:00,2009.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
369,2009-10-01T00:00:00,2009-10-01T00:00:00,10.0,[total_precipitation],<Element>,1254355200000,2009-10-01T00:00,2009.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
370,2009-11-01T00:00:00,2009-11-01T00:00:00,11.0,[total_precipitation],<Element>,1257033600000,2009-11-01T00:00,2009.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
371,2009-12-01T00:00:00,2009-12-01T00:00:00,12.0,[total_precipitation],<Element>,1259625600000,2009-12-01T00:00,2009.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
372,2010-01-01T00:00:00,2010-01-01T00:00:00,1.0,[total_precipitation],<Element>,1262304000000,2010-01-01T00:00,2010.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
373,2010-02-01T00:00:00,2010-02-01T00:00:00,2.0,[total_precipitation],<Element>,1264982400000,2010-02-01T00:00,2010.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
374,2010-03-01T00:00:00,2010-03-01T00:00:00,3.0,[total_precipitation],<Element>,1267401600000,2010-03-01T00:00,2010.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
375,2010-04-01T00:00:00,2010-04-01T00:00:00,4.0,[total_precipitation],<Element>,1270080000000,2010-04-01T00:00,2010.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
376,2010-05-01T00:00:00,2010-05-01T00:00:00,5.0,[total_precipitation],<Element>,1272672000000,2010-05-01T00:00,2010.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
377,2010-06-01T00:00:00,2010-06-01T00:00:00,6.0,[total_precipitation],<Element>,1275350400000,2010-06-01T00:00,2010.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
378,2010-07-01T00:00:00,2010-07-01T00:00:00,7.0,[total_precipitation],<Element>,1277942400000,2010-07-01T00:00,2010.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
379,2010-08-01T00:00:00,2010-08-01T00:00:00,8.0,[total_precipitation],<Element>,1280620800000,2010-08-01T00:00,2010.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
380,2010-09-01T00:00:00,2010-09-01T00:00:00,9.0,[total_precipitation],<Element>,1283299200000,2010-09-01T00:00,2010.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
381,2010-10-01T00:00:00,2010-10-01T00:00:00,10.0,[total_precipitation],<Element>,1285891200000,2010-10-01T00:00,2010.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
382,2010-11-01T00:00:00,2010-11-01T00:00:00,11.0,[total_precipitation],<Element>,1288569600000,2010-11-01T00:00,2010.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
383,2010-12-01T00:00:00,2010-12-01T00:00:00,12.0,[total_precipitation],<Element>,1291161600000,2010-12-01T00:00,2010.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
